"","Job.Title","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","City","State","Salary","MinSalary","MaxSalary","AvgSalary","MinRevenue","MaxRevenue","AvgRevenue","MinEmployeeCount","MaxEmployeeCount","AvgEmployeeCount","R","C","SQL","Python","C#","JavaScript","Scala","SAS","MATLAB","C++","Perl","Go","TypeScript","Bash","HTML","CSS","PHP","Rust","Kotlin","Ruby","Assembly","Swift","VBA","Groovy","Julia","APL","Crystal","Visual Basic","Mongo","Java","Airflow","Alteryx","ASP.NET","Atlassian","Excel","Power BI","Tableau","Word","Unix","Vue","jQuery","Seaborn","MicroStrategy","SPSS","Visio","AWS","Hadoop","SSIS","Linux","SAP","PowerPoint","SharePoint","Redshift","Snowflake","Qlik","Cognos","Pandas","Spark","Outlook"
"128","Data Scientist",3.6,"XSELL Technologies
3.6","Chicago, IL","Chicago, IL","51 to 200 ","2014","Company - Private","Enterprise Software & Network Solutions","Information Technology",NA,NA,"Chicago","IL","90000-109000",90000,109000,99500,100000000,500000000,300000000,51,200,126,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Data Engineer",4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL","51 to 200 ","2006","Company - Public","Advertising & Marketing","Business Services","25 to 50 million ","Linqia, Collective Bias","Winter Park","FL","90000-109000",90000,109000,99500,25000000,50000000,37500000,51,200,126,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"130","Sr. ML/Data Scientist - AI/NLP/Chatbot",3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA","5001 to 10000 ","1996","Company - Public","Telecommunications Services","Telecommunications","2 to 5 billion ",NA,"Cupertino","CA","90000-109000",90000,109000,99500,2000000000,5000000000,3500000000,5001,10000,7501,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"131","Data Scientist",5,"Notion Labs
5.0","San Francisco, CA","San Francisco, CA","1 to 50 ","2016","Company - Private","Enterprise Software & Network Solutions","Information Technology",NA,NA,"San Francisco","CA","90000-109000",90000,109000,99500,100000000,500000000,300000000,1,50,26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"132","Senior Data Engineer",4.9,"Lendio
4.9","Lehi, UT","Lehi, UT","201 to 500 ","2011","Company - Private","Lending","Finance","50 to 100 million ",NA,"Lehi","UT","90000-109000",90000,109000,99500,50000000,100000000,75000000,201,500,351,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"133","Data Engineer",4.4,"Direct Agents
4.4","Culver City, CA","New York, NY","51 to 200 ","2003","Company - Private","Advertising & Marketing","Business Services","25 to 50 million ",NA,"Culver City","CA","90000-109000",90000,109000,99500,25000000,50000000,37500000,51,200,126,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","Data Scientist",3.3,"NAVEX Global
3.3","Lake Oswego, OR","Lake Oswego, OR","1001 to 5000 ","2012","Company - Private","Computer Hardware & Software","Information Technology","100 to 500 million ",NA,"Lake Oswego","OR","90000-109000",90000,109000,99500,100000000,500000000,300000000,1001,5000,3001,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"135","Machine Learning Engineer",3.2,"Triplebyte
3.2","Remote","San Francisco, CA","51 to 200 ","2015","Company - Private","Computer Hardware & Software","Information Technology",NA,NA,"Remote",NA,"90000-109000",90000,109000,99500,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","Machine Learning Engineer",3.2,"Triplebyte
3.2","Remote","San Francisco, CA","51 to 200 ","2015","Company - Private","Computer Hardware & Software","Information Technology",NA,NA,"Remote",NA,"90000-109000",90000,109000,99500,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Senior Data Engineer",4.9,"Lendio
4.9","Lehi, UT","Lehi, UT","201 to 500 ","2011","Company - Private","Lending","Finance","50 to 100 million ",NA,"Lehi","UT","90000-109000",90000,109000,99500,50000000,100000000,75000000,201,500,351,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"138","Data Scientist",4.2,"Upstart
4.2","San Mateo, CA","San Mateo, CA","201 to 500 ","2012","Company - Private","Lending","Finance",NA,NA,"San Mateo","CA","90000-109000",90000,109000,99500,100000000,500000000,300000000,201,500,351,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Data Analyst",4.5,"Envision LLC
4.5","San Francisco, CA","Saint Louis, MO","201 to 500 ","1994","Company - Private","Staffing & Outsourcing","Business Services","25 to 50 million ",NA,"San Francisco","CA","90000-109000",90000,109000,99500,25000000,50000000,37500000,201,500,351,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"140","Data Engineer",4.8,"AppLovin
4.8","Palo Alto, CA","Palo Alto, CA","201 to 500 ","2012","Company - Private","Video Games","Media",NA,NA,"Palo Alto","CA","90000-109000",90000,109000,99500,100000000,500000000,300000000,201,500,351,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"141","Data Integration and Modeling Engineer",3.8,"ISO New England
3.8","Holyoke, MA","Holyoke, MA","501 to 1000 ","1997","Nonprofit Organization","Utilities","Oil, Gas, Energy & Utilities",NA,NA,"Holyoke","MA","90000-109000",90000,109000,99500,100000000,500000000,300000000,501,1000,751,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Tableau Data Engineer 20-0117",3.7,"Relativity
3.7","Chicago, IL","Chicago, IL","1001 to 5000 ","2001","Company - Private","Enterprise Software & Network Solutions","Information Technology",NA,NA,"Chicago","IL","90000-109000",90000,109000,99500,100000000,500000000,300000000,1001,5000,3001,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"143","Senior Data Scientist",3.3,"Tempo Automation
3.3","San Francisco, CA","San Francisco, CA","51 to 200 ","2013","Company - Private","Electrical & Electronic Manufacturing","Manufacturing","5 to 10 million ",NA,"San Francisco","CA","90000-109000",90000,109000,99500,5000000,10000000,7500000,51,200,126,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"144","AI Data Scientist",3.3,"MITRE
3.3","McLean, VA","Bedford, MA","5001 to 10000 ","1958","Nonprofit Organization","Federal Agencies","Government","1 to 2 billion ","Battelle, General Atomics, SAIC","McLean","VA","90000-109000",90000,109000,99500,1000000000,2000000000,1500000000,5001,10000,7501,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Machine Learning Engineer",5,"Expedition Technology, Inc.
5.0","Herndon, VA","Dulles, VA","1 to 50 ","2013","Company - Private","Aerospace & Defense","Aerospace & Defense","10 to 25 million ",NA,"Herndon","VA","90000-109000",90000,109000,99500,10000000,25000000,17500000,1,50,26,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"146","Research Scientist Patient Preferences (Remote)",3.8,"Evidera
3.8","Bethesda, MD","Bethesda, MD","501 to 1000 ","2013","Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million ","IQVIA, ICON","Bethesda","MD","90000-109000",90000,109000,99500,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Data Scientist",3.4,"Plymouth Rock Assurance
3.4","Woodbridge, NJ","Boston, MA","1001 to 5000 ","1982","Company - Private","Insurance Carriers","Insurance","10 to 25 million ","Arbella Insurance, Safety Insurance","Woodbridge","NJ","90000-109000",90000,109000,99500,10000000,25000000,17500000,1001,5000,3001,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Scientist - Biomarker and Flow Cytometry",2.4,"Crown Bioscience
2.4","San Diego, CA","San Diego, CA","501 to 1000 ","2006","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","50 to 100 million ",NA,"San Diego","CA","90000-109000",90000,109000,99500,50000000,100000000,75000000,501,1000,751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Data Scientist",2.9,"GNS Healthcare
2.9","Cambridge, MA","Cambridge, MA","51 to 200 ","2000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 to 25 million ",NA,"Cambridge","MA","90000-109000",90000,109000,99500,10000000,25000000,17500000,51,200,126,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","Analytics Manager",4.4,"OneMagnify
4.4","Dearborn, MI","Detroit, MI","201 to 500 ","1967","Company - Private","Advertising & Marketing","Business Services",NA,NA,"Dearborn","MI","90000-109000",90000,109000,99500,100000000,500000000,300000000,201,500,351,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"151","Data Scientist",2.9,"SPECTRUM
2.9","Maryland Heights, MO","Stamford, CT","10000 ","2016","Subsidiary or Business Segment","Cable, Internet & Telephone Providers","Telecommunications","10 billion ",NA,"Maryland Heights","MO","90000-109000",90000,109000,99500,10000000000,500000000,10000000000,10000,500,10000,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"152","Staff Scientist- Upstream PD",2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD","201 to 500 ","1961","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","50 to 100 million ",NA,"Rockville","MD","90000-109000",90000,109000,99500,50000000,100000000,75000000,201,500,351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","Data Engineer",4.2,"Procore Technologies
4.2","Carpinteria, CA","Carpinteria, CA","1001 to 5000 ","2002","Company - Private","Computer Hardware & Software","Information Technology",NA,NA,"Carpinteria","CA","90000-109000",90000,109000,99500,100000000,500000000,300000000,1001,5000,3001,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
"154","Sr Scientist - Extractables & Leachables",3.5,"Ritedose
3.5","Columbia, SC","Columbia, SC","201 to 500 ","1995","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million ",NA,"Columbia","SC","90000-109000",90000,109000,99500,100000000,500000000,300000000,201,500,351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",NA,3.8,NA,"Hauppauge, NY",NA,NA,NA,NA,NA,NA,NA,NA,"Hauppauge","NY","90000-109000",90000,109000,99500,100000000,500000000,300000000,501,500,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","Sr Data Scientist",4.2,"bioMérieux
4.2","Saint Louis, MO","Marcy-l'Etoile, France","10000 ","1963","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","2 to 5 billion ",NA,"Saint Louis","MO","90000-109000",90000,109000,99500,2000000000,5000000000,3500000000,10000,500,10000,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Data Scientist",4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA","501 to 1000 ","2012","Company - Private","Enterprise Software & Network Solutions","Information Technology","100 to 500 million ","Leidos, CACI International, Booz Allen Hamilton","Herndon","VA","101000-165000",101000,165000,133000,100000000,500000000,300000000,501,1000,751,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","Experienced Data Scientist",4.4,"Guzman & Griffin Technologies (GGTI)
4.4","Washington, DC","Mays Landing, NJ","1 to 50 ","1997","Company - Private","Federal Agencies","Government",NA,NA,"Washington","DC","101000-165000",101000,165000,133000,100000000,500000000,300000000,1,50,26,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"159","Machine Learning Engineer",3.8,"Radical Convergence","Reston, VA",NA,NA,NA,NA,NA,NA,NA,NA,"Reston","VA","101000-165000",101000,165000,133000,100000000,500000000,300000000,501,500,751,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","Data Scientist",3.5,"Leidos
3.5","Fort Meade, MD","Reston, VA","10000 ","1969","Company - Public","Aerospace & Defense","Aerospace & Defense","10 billion ",NA,"Fort Meade","MD","101000-165000",101000,165000,133000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"161","Data Scientist",4.5,"Demandbase
4.5","San Francisco, CA","San Francisco, CA","201 to 500 ","2006","Company - Private","Computer Hardware & Software","Information Technology","100 to 500 million ","Engagio, Bombora, Terminus","San Francisco","CA","101000-165000",101000,165000,133000,100000000,500000000,300000000,201,500,351,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"162","Say Business Data Analyst",4.1,"Shelter Insurance
4.1","Columbia, MO","Columbia, MO","1001 to 5000 ","1946","Company - Private","Insurance Carriers","Insurance","1 to 2 billion ",NA,"Columbia","MO","101000-165000",101000,165000,133000,1000000000,2000000000,1500000000,1001,5000,3001,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","Geospatial Data Scientist",3.5,"Maxar Technologies
3.5","Chantilly, VA","Westminster, CO","5001 to 10000 ",NA,"Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion ",NA,"Chantilly","VA","101000-165000",101000,165000,133000,2000000000,5000000000,3500000000,5001,10000,7501,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","Data Analyst",2.7,"USAC
2.7","Washington, DC","Washington, DC","501 to 1000 ","1997","Nonprofit Organization","Telecommunications Services","Telecommunications","25 to 50 million ",NA,"Washington","DC","101000-165000",101000,165000,133000,25000000,50000000,37500000,501,1000,751,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","Computational Scientist",3.4,"General Dynamics Information Technology
3.4","Vicksburg, MS","Fairfax, VA","10000 ","1996","Subsidiary or Business Segment","IT Services","Information Technology","10 billion ","SAIC, Leidos, Northrop Grumman","Vicksburg","MS","101000-165000",101000,165000,133000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"166","Data Scientist",4.4,"Offerpad
4.4","Chandler, AZ","Chandler, AZ","201 to 500 ","2015","Company - Private","Real Estate","Real Estate",NA,NA,"Chandler","AZ","101000-165000",101000,165000,133000,100000000,500000000,300000000,201,500,351,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","Senior Data Analyst",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 to 10000 ","1982","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion ",NA,"San Francisco","CA","101000-165000",101000,165000,133000,2000000000,5000000000,3500000000,5001,10000,7501,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"168","Senior Data Analyst",4.2,"Autodesk
4.0","San Francisco, CA","Herndon, VA","5001 to 10000 ","1968","Company - Public","Research & Development","Business Services","1 to 2 billion ",NA,"San Francisco","CA","101000-165000",101000,165000,133000,1000000000,2000000000,1500000000,5001,10000,7501,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"169","Data Engineer",3.5,"Magna International Inc.
3.5","Birmingham, AL","Aurora, Canada","10000 ","1957","Company - Public",NA,NA,"10 billion ","Bosch, Lear Corporation, Faurecia","Birmingham","AL","101000-165000",101000,165000,133000,10000000000,500000000,10000000000,10000,500,10000,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"170","Sr Data Analyst",2.3,"United BioSource
2.3","Blue Bell, PA","Blue Bell, PA","1001 to 5000 ","2003","Other Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million ","Covance, ICON","Blue Bell","PA","101000-165000",101000,165000,133000,100000000,500000000,300000000,1001,5000,3001,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"171","Data Scientist",3.4,"Kelly
3.4","Chicago, IL","Troy, MI","5001 to 10000 ","1946","Company - Public","Staffing & Outsourcing","Business Services","5 to 10 billion ","Adecco, ManpowerGroup, Allegis Corporation","Chicago","IL","101000-165000",101000,165000,133000,5000000000,10000000000,7500000000,5001,10000,7501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Machine Learning Scientist - Bay Area, CA",3.3,"Tempus Labs
3.3","Redwood City, CA","Chicago, IL","501 to 1000 ","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",NA,NA,"Redwood City","CA","101000-165000",101000,165000,133000,100000000,500000000,300000000,501,1000,751,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"173","Data Scientist",4.7,"C3.ai
4.7","Redwood City, CA","Redwood City, CA","201 to 500 ","2009","Company - Private","Enterprise Software & Network Solutions","Information Technology","100 to 500 million ","GE Digital, Palantir Technologies, Uptake","Redwood City","CA","101000-165000",101000,165000,133000,100000000,500000000,300000000,201,500,351,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","Senior Data Scientist - Algorithms",3.9,"Quartet Health
3.9","New York, NY","New York, NY","201 to 500 ","2014","Company - Private","Enterprise Software & Network Solutions","Information Technology",NA,NA,"New York","NY","101000-165000",101000,165000,133000,100000000,500000000,300000000,201,500,351,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"175","Data Analyst",3.3,"Midland Credit Management
3.3","San Diego, CA","San Diego, CA","1001 to 5000 ","1953","Subsidiary or Business Segment","Banks & Credit Unions","Finance","1 to 2 billion ","PRA Group","San Diego","CA","101000-165000",101000,165000,133000,1000000000,2000000000,1500000000,1001,5000,3001,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","Senior Data & Machine Learning Scientist",3.3,"Tempus Labs
3.3","Chicago, IL","Chicago, IL","501 to 1000 ","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",NA,NA,"Chicago","IL","101000-165000",101000,165000,133000,100000000,500000000,300000000,501,1000,751,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"177","Data Engineer",4.4,"Resurgent Capital Services
4.4","Cincinnati, OH","Greenville, SC","201 to 500 ","1998","Company - Private","Venture Capital & Private Equity","Finance","50 to 100 million ",NA,"Cincinnati","OH","101000-165000",101000,165000,133000,50000000,100000000,75000000,201,500,351,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"178","Data Scientist - Statistics, Early Career",3.7,"PNNL
3.7","Richland, WA","Richland, WA","1001 to 5000 ","1965","Government","Energy","Oil, Gas, Energy & Utilities","500 million to 1 billion ","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory","Richland","WA","56000-97000",56000,97000,76500,500000000000000000,1000000000,250000000500000000,1001,5000,3001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","Data Scientist",3.5,"Buckman
3.5","Memphis, TN","Memphis, TN","1001 to 5000 ","1945","Company - Private","Chemical Manufacturing","Manufacturing","500 million to 1 billion ",NA,"Memphis","TN","56000-97000",56000,97000,76500,500000000000000000,1000000000,250000000500000000,1001,5000,3001,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
